# Normative statements with no citing test: the accepted backlog.
# Regenerate: UPDATE_SPEC_COVERAGE_BASELINE=1 cargo test -p vouch-tests --test spec_coverage
# This list may only shrink -- see crates/vouch-tests/tests/spec_coverage.rs.
req_id	strength	text
saml-bindings-2.0-os#3.4.5.2#af324164	SHOULD	If confidentiality is necessary, SSL 3.0 [SSL3] or TLS 1.0 [RFC2246] SHOULD be used to protect the message in transit between the user agent and the SAML reques
saml-bindings-2.0-os#3.4.5.2#cc281fa3	SHOULD NOT	This binding SHOULD NOT be used if the content of the request or response should not be exposed to the user agent intermediary.
saml-bindings-2.0-os#3.4.6#1a8b2fa5	MUST NOT	HTTP interactions during the message exchange MUST NOT use HTTP error status codes to indicate failures in SAML processing, since the user agent is not a full p
saml-bindings-2.0-os#3.4.6#911aa2a3	SHOULD	A SAML responder that refuses to perform a message exchange with the SAML requester SHOULD return a SAML response message with a second-level <samlp:StatusCode>
saml-bindings-2.0-os#3.4.7#4a400856	SHOULD	Support for the HTTP Redirect binding SHOULD be reflected by indicating URL endpoints at which requests and responses for a particular protocol or profile shoul
saml-bindings-2.0-os#3.5.3#73053f47	MUST NOT	The value MUST NOT exceed 80 bytes in length and SHOULD be integrity protected by the entity creating the message independent of any other protections that may 
saml-bindings-2.0-os#3.5.3#7de57ee4	SHOULD	Signing is not realistic given the space limitation, but because the value is exposed to third-party tampering, the entity SHOULD ensure that the value has not 
saml-bindings-2.0-os#3.5.3#edc87044	MUST	If a SAML request message is accompanied by RelayState data, then the SAML responder MUST return its SAML protocol response using a binding that also supports a
saml-bindings-2.0-os#3.5.5#ef093d57	SHOULD	Eventually the responder SHOULD return a SAML response to the user agent to be returned to the SAML requester.
saml-bindings-2.0-os#3.5.5.1#1578eefb	SHOULD	HTTP proxies and the user agent intermediary should not cache SAML protocol messages. To ensure this, the following rules SHOULD be followed. When returning SAM
saml-bindings-2.0-os#3.5.5.1#6fb7eb4e	SHOULD	HTTP proxies and the user agent intermediary should not cache SAML protocol messages. To ensure this, the following rules SHOULD be followed. When returning SAM
saml-bindings-2.0-os#3.5.5.1#a04d4b54	SHOULD	To ensure this, the following rules SHOULD be followed.
saml-bindings-2.0-os#3.5.5.1#d5500ff4	SHOULD	When returning SAML protocol messages using HTTP 1.1, HTTP responders SHOULD:
saml-bindings-2.0-os#3.5.5.2#0f79282a	MUST	If the message is signed, the Destination XML attribute in the root SAML element of the protocol message MUST contain the URL to which the sender has instructed
saml-bindings-2.0-os#3.5.5.2#111de7eb	MUST	As a result, the producer and consumer of "RelayState" information MUST take care not to associate sensitive state information with the "RelayState" value witho
saml-bindings-2.0-os#3.5.5.2#45e39825	MUST	The recipient MUST then verify that the value matches the location at which the message has been received.
saml-bindings-2.0-os#3.5.5.2#af324164	SHOULD	If confidentiality is necessary, SSL 3.0 [SSL3] or TLS 1.0 [RFC2246] SHOULD be used to protect the message in transit between the user agent and the SAML reques
saml-bindings-2.0-os#3.5.5.2#cc281fa3	SHOULD NOT	This binding SHOULD NOT be used if the content of the request or response should not be exposed to the user agent intermediary.
saml-bindings-2.0-os#3.5.6#1a8b2fa5	MUST NOT	HTTP interactions during the message exchange MUST NOT use HTTP error status codes to indicate failures in SAML processing, since the user agent is not a full p
saml-bindings-2.0-os#3.5.6#1c1faba8	SHOULD	A SAML responder that refuses to perform a message exchange with the SAML requester SHOULD return a response message with a second-level <samlp:StatusCode> valu
saml-bindings-2.0-os#3.5.7#a2816ce2	SHOULD	Support for the HTTP POST binding SHOULD be reflected by indicating URL endpoints at which requests and responses for a particular protocol or profile should be
saml-bindings-2.0-os#3.6.3#69c7bbd4	MUST	All endpoints that support this binding MUST support both techniques.
saml-bindings-2.0-os#3.6.3.1#73053f47	MUST NOT	The value MUST NOT exceed 80 bytes in length and SHOULD be integrity protected by the entity creating the message independent of any other protections that may 
saml-bindings-2.0-os#3.6.3.1#d838904c	MUST	If an artifact that represents a SAML request is accompanied by RelayState data, then the SAML responder MUST return its SAML protocol response using a binding 
saml-bindings-2.0-os#3.6.3.1#f30eda1a	SHOULD	Signing is not realistic given the space limitation, but because the value is exposed to third-party tampering, the entity SHOULD ensure that the value has not 
saml-bindings-2.0-os#3.6.3.2#235ce79b	MUST	If a “RelayState” value is to accompany the SAML artifact, it MUST be URL-encoded and placed in an additional query string parameter named RelayState.
saml-bindings-2.0-os#3.6.3.3#18127667	MUST	If a “RelayState” value is to accompany the SAML artifact, it MUST be placed in an additional hidden form control named RelayState, within the same form with th
saml-bindings-2.0-os#3.6.3.3#30f2d6d1	MUST	The HTML document MUST adhere to the XHTML specification, [XHTML].
saml-bindings-2.0-os#3.6.3.3#31b37dac	MUST	However, the recipient MUST be able to process the artifact without regard for the mechanism by which the form submission is initiated.
saml-bindings-2.0-os#3.6.3.3#53a59b16	MUST	The form control MUST be named SAMLart.
saml-bindings-2.0-os#3.6.3.3#6431933c	MUST NOT	Any additional form controls or presentation MAY be included but MUST NOT be required in order for the recipient to process the artifact.
saml-bindings-2.0-os#3.6.3.3#867e65d4	MUST	The action attribute of the form MUST be the recipient's HTTP endpoint for the protocol or profile using this binding to which the artifact is to be delivered.
saml-bindings-2.0-os#3.6.3.3#9102ebb2	MUST	The method attribute MUST be set to "POST".
saml-bindings-2.0-os#3.6.3.3#cf6947b4	MUST	Note that any form control values included MUST be transformed so as to be safe to include in the XHTML document.
saml-bindings-2.0-os#3.6.4#279da3b4	SHOULD	The notation B64(TypeCode EndpointIndex RemainingArtifact) stands for the application of the base64 [RFC2045] transformation to the catenation of the TypeCode, 
saml-bindings-2.0-os#3.6.4#4c0536ed	SHOULD	The following practices are RECOMMENDED for the creation of SAML artifacts:
saml-bindings-2.0-os#3.6.4#7f3c3c81	SHOULD	The notation B64(TypeCode EndpointIndex RemainingArtifact) stands for the application of the base64 [RFC2045] transformation to the catenation of the TypeCode, 
saml-bindings-2.0-os#3.6.4#8a7b2375	SHOULD	The notation B64(TypeCode EndpointIndex RemainingArtifact) stands for the application of the base64 [RFC2045] transformation to the catenation of the TypeCode, 
saml-bindings-2.0-os#3.6.4.2#16c8df61	MUST	Construction of MessageHandle values is governed by the principle that they SHOULD have no predictable relationship to the contents of the referenced message at
saml-bindings-2.0-os#3.6.4.2#fc49a19a	MUST	Any two artifact issuers with a common receiver MUST use distinct SourceID values.
saml-bindings-2.0-os#3.6.5#23956ab6	SHOULD	Eventually the responder SHOULD return a SAML artifact to the user agent to be returned to the SAML requester.
saml-bindings-2.0-os#3.6.5#852be364	MUST	This exchange MUST use a binding that does not use the HTTP user agent as an intermediary, such as the SOAP binding.
saml-bindings-2.0-os#3.6.5#8e285be3	MUST	• If URL-encoded, the artifact is returned encoded into the HTTP response's Location header, and the HTTP status MUST be either 303 or 302.
saml-bindings-2.0-os#3.6.5.1#5b7b252a	SHOULD	When returning SAML artifacts using HTTP 1.1, HTTP responders SHOULD:
saml-bindings-2.0-os#3.6.5.1#84b0178c	SHOULD	HTTP proxies and the user agent intermediary should not cache SAML artifacts. To ensure this, the following rules SHOULD be followed. When returning SAML artifa
saml-bindings-2.0-os#3.6.5.1#9c78a183	SHOULD	HTTP proxies and the user agent intermediary should not cache SAML artifacts. To ensure this, the following rules SHOULD be followed. When returning SAML artifa
saml-bindings-2.0-os#3.6.5.1#a04d4b54	SHOULD	To ensure this, the following rules SHOULD be followed.
saml-bindings-2.0-os#3.6.5.2#1c4f98c0	SHOULD	The transmission of an artifact to and from the user agent SHOULD be protected with confidentiality; SSL 3.0 [SSL3] or TLS 1.0 [RFC2246] SHOULD be used.
saml-bindings-2.0-os#3.6.5.2#28ab9538	MUST	As a result, the producer/consumer of "RelayState" information MUST take care not to associate sensitive state information with the "RelayState" value without t
saml-bindings-2.0-os#3.6.5.2#312b88d5	SHOULD	Furthermore, it is RECOMMENDED that artifact receivers also enforce a single-use semantic on the artifact values they receive, to prevent an attacker from inter
saml-bindings-2.0-os#3.6.5.2#8dc3cf3d	SHOULD	If an attempt to resolve an artifact does not complete successfully, the artifact SHOULD be placed into a blocked artifact list for a period of time that exceed
saml-bindings-2.0-os#3.6.5.2#b3d8f24d	MUST	All artifacts MUST have a single-use semantic enforced by the artifact issuer.
saml-bindings-2.0-os#3.6.5.2#d98baf47	MUST	If the actual SAML protocol message is intended for a specific recipient, then the artifact's issuer MUST authenticate the sender of the subsequent <samlp:Artif
saml-bindings-2.0-os#3.6.6#0c7a1f06	MUST	If the issuer of an artifact receives a <samlp:ArtifactResolve> message that it can understand, it MUST return a <samlp:ArtifactResponse> with a <samlp:StatusCo
saml-bindings-2.0-os#3.6.6#1a8b2fa5	MUST NOT	HTTP interactions during the message exchange MUST NOT use HTTP error status codes to indicate failures in SAML processing, since the user agent is not a full p
saml-bindings-2.0-os#3.6.6#1c1faba8	SHOULD	A SAML responder that refuses to perform a message exchange with the SAML requester SHOULD return a response message with a second-level <samlp:StatusCode> valu
saml-bindings-2.0-os#3.6.7#034b523e	SHOULD	Support for the HTTP Artifact binding SHOULD be reflected by indicating URL endpoints at which requests and responses for a particular protocol or profile shoul
saml-bindings-2.0-os#3.6.7#1d74b695	SHOULD	One or more indexed endpoints for processing <samlp:ArtifactResolve> messages SHOULD also be described.
saml-bindings-2.0-os#3.7#65bab4bf	MUST	This binding has transport- independent aspects, but also calls out the use of HTTP with SSL 3.0 [SSL3] or TLS 1.0 [RFC2246] as REQUIRED (mandatory to implement
saml-bindings-2.0-os#3.7.2.1#83e2f273	MUST	If not, the assertion MUST be returned in a form which can be unambiguously interpreted as or transformed into an XML serialization of the assertion.
saml-bindings-2.0-os#3.7.2.1#9afb1630	MUST	The result of resolving the URI MUST be a message containing the assertion, or a transport-specific error.
saml-bindings-2.0-os#3.7.2.1#aca39a86	MUST	That is, the reference MAY be persistent but MUST consistently reference the same assertion, if any.
saml-bindings-2.0-os#3.7.2.1#db8ac134	MUST	It MUST be the case that if the same URI reference is resolved in the future, then either the same SAML assertion, or an error, is returned.
saml-bindings-2.0-os#3.7.3#99e6a766	SHOULD	In general, the result of resolving a URI reference to a SAML assertion SHOULD only be trusted if the requester can be certain of the identity of the responder 
saml-bindings-2.0-os#3.7.3#c1b83ccb	SHOULD	The requester SHOULD have independent means to ensure that the assertion returned is actually the one that is represented by the URI; this is accomplished by bo
saml-bindings-2.0-os#3.7.4#7b2986af	SHOULD	For resolution protocols that support MIME as a content description and packaging mechanism, the resulting assertion SHOULD be returned as a MIME entity of type
saml-bindings-2.0-os#3.7.5#891da5f9	MUST	A SAML authority that claims conformance to the SAML URI binding MUST implement support for HTTP.
saml-bindings-2.0-os#3.7.5.1#9b191100	MUST	There MUST be no query string in the endpoint URL itself independent of this parameter.
saml-bindings-2.0-os#3.7.5.1#c38f5824	MUST	However, authorities MUST support a URL endpoint at which an HTTP request can be sent with a single query string parameter named ID.
saml-bindings-2.0-os#3.7.5.2#39f76070	MUST NOT	HTTP proxies MUST NOT cache SAML assertions. To ensure this, the following rules SHOULD be followed. When returning SAML assertions using HTTP 1.1, HTTP respond
saml-bindings-2.0-os#3.7.5.2#a04d4b54	SHOULD	To ensure this, the following rules SHOULD be followed.
saml-bindings-2.0-os#3.7.5.2#b03224a5	MUST NOT	HTTP proxies MUST NOT cache SAML assertions.
saml-bindings-2.0-os#3.7.5.2#d35eb1e8	SHOULD	When returning SAML assertions using HTTP 1.1, HTTP responders SHOULD:
saml-bindings-2.0-os#3.7.5.2#f8e85a6e	MUST NOT	HTTP proxies MUST NOT cache SAML assertions. To ensure this, the following rules SHOULD be followed. When returning SAML assertions using HTTP 1.1, HTTP respond
saml-bindings-2.0-os#3.7.5.3#fe32d855	SHOULD	Use of SSL 3.0 [SSL3] or TLS 1.0 [RFC2246] is STRONGLY RECOMMENDED as a means of authentication, integrity protection, and confidentiality.
saml-bindings-2.0-os#3.7.5.4#80829c04	SHOULD	As an HTTP protocol exchange, the appropriate HTTP status code SHOULD be used to indicate the result of a request.
saml-bindings-2.0-os#3.7.5.4#d426f591	SHOULD	For example, a SAML responder that refuses to perform a message exchange with the SAML requester SHOULD return a "403 Forbidden" response.
saml-bindings-2.0-os#3.7.5.4#dce5c470	SHOULD	If the assertion specified is unknown to the responder, then a "404 Not Found" response SHOULD be returned.
saml-bindings-2.0-os#3.7.5.5#d1f5f999	SHOULD	Support for the URI binding over HTTP SHOULD be reflected by indicating a URL endpoint at which requests for arbitrary assertions are to be sent.
saml-core-2.0-os#1.3.1#0363d45b	MUST NOT	In particular, SAML implementations and deployments MUST NOT depend on case- insensitive string comparisons, normalization or trimming of whitespace, or convers
saml-core-2.0-os#1.3.1#4a5291ad	MUST	Unless otherwise noted in this specification or particular profiles, all elements in SAML documents that have the XML Schema xs:string type, or a type derived f
saml-core-2.0-os#1.3.1#78cbe60d	MUST NOT	SAML implementations MUST NOT depend on specific sorting orders for values, because these can differ depending on the locale settings of the hosts involved.
saml-core-2.0-os#1.3.1#b14b94c1	MUST	If an implementation is comparing values that are represented using different character encodings, the implementation MUST use a comparison method that returns 
saml-core-2.0-os#1.3.1#c7da1f6a	MUST	Unless otherwise noted in this specification or particular profiles, all strings in SAML messages MUST consist of at least one non-whitespace character (whitesp
saml-core-2.0-os#1.3.1#e513b0ab	MUST	Applications that compare data received in SAML documents to data from external sources MUST take into account the normalization rules specified for XML.
saml-core-2.0-os#1.3.2#7389ef9e	MUST	Unless otherwise indicated in this specification, all URI reference values used within SAML-defined elements or attributes MUST consist of at least one non-whit
saml-core-2.0-os#2.2.1#c549cf0f	SHOULD	The NameQualifier and SPNameQualifier attributes SHOULD be omitted unless the identifier's type definition explicitly defines their use and semantics.
saml-core-2.0-os#2.2.4#09761aeb	SHOULD	The value of the Recipient attribute SHOULD be the URI identifier of a SAML system entity, as defined by Section 8.3.6.
saml-core-2.0-os#2.2.4#219a605b	SHOULD	Each wrapped key SHOULD include a Recipient attribute that specifies the entity for whom the key has been encrypted.
saml-core-2.0-os#2.2.4#8bc3a651	MUST	The encrypted content MUST contain an element that has a type of NameIDType or AssertionType, or a type that is derived from BaseIDAbstractType, NameIDType, or 
saml-core-2.0-os#2.2.4#8bf24d9b	MUST	The Type attribute SHOULD be present and, if present, MUST contain a value of http://www.w3.org/2001/04/xmlenc#Element.
saml-core-2.0-os#2.2.4#ec90a166	MUST	As such, the ciphertext MUST be unique to any given encryption operation.
saml-core-2.0-os#2.3.4#219a605b	SHOULD	Each wrapped key SHOULD include a Recipient attribute that specifies the entity for whom the key has been encrypted.
saml-core-2.0-os#2.3.4#8bf24d9b	MUST	The Type attribute SHOULD be present and, if present, MUST contain a value of http://www.w3.org/2001/04/xmlenc#Element.
saml-core-2.0-os#2.3.4#b550115d	MUST	The encrypted content MUST contain an element that has a type of or derived from AssertionType.
saml-core-2.0-os#2.3.4#e7e235f5	SHOULD	The value of the Recipient attribute SHOULD be the URI identifier of a SAML system entity as defined by Section 8.3.6.
saml-core-2.0-os#2.4.1.3#6e83c682	SHOULD	This complex type, or a type derived from it, SHOULD be used by any confirmation method that defines its confirmation data in terms of the <ds:KeyInfo> element.
saml-core-2.0-os#2.4.1.3#a265e7da	MUST	Page 20 of 86 Note that in accordance with [XMLSig], each <ds:KeyInfo> element MUST identify a single cryptographic key.
saml-core-2.0-os#2.4.1.3#ebf86f48	MUST	The particular confirmation method MUST define the exact mechanism by which the confirmation data can be used.
saml-core-2.0-os#2.5.1.1#8a65224f	MUST	Page 22 of 86 An assertion that is determined to be Invalid or Indeterminate MUST be rejected by a relying party (within whatever context or profile it was bein
saml-core-2.0-os#2.5.1.2#8f5bb8f3	MUST	If both attributes are present, the value for NotBefore MUST be less than (earlier than) the value for NotOnOrAfter.
saml-core-2.0-os#2.5.1.5#6d90bc6d	MUST NOT	The <OneTimeUse> element indicates that the assertion SHOULD be used immediately by the relying party and MUST NOT be retained for future use.
saml-core-2.0-os#2.5.1.5#a318f159	MUST	However, implementations that choose to retain assertions for future use MUST observe the <OneTimeUse> element.
saml-core-2.0-os#2.5.1.5#c48bdc25	MUST NOT	A SAML authority MUST NOT include more than one <OneTimeUse> element within a <Conditions> element of an assertion.
saml-core-2.0-os#2.5.1.6#28e81dae	MUST NOT	A SAML authority MUST NOT include more than one <ProxyRestriction> element within a <Conditions> element of an assertion.
saml-core-2.0-os#2.5.1.6#86124d1a	MUST	Otherwise, any assertions so issued MUST themselves contain an <AudienceRestriction> element with at least one of the <Audience> elements present in the previou
saml-core-2.0-os#2.5.1.6#96b3f10f	MUST	If greater than zero, any assertions so issued MUST themselves contain a <ProxyRestriction> element with a Count value of at most one less than this value.
saml-core-2.0-os#2.5.1.6#e6760a39	MUST NOT	A relying party acting as an asserting party MUST NOT issue an assertion that itself violates the restrictions specified in this condition on the basis of an as
saml-core-2.0-os#2.5.1.6#fd8143f8	MUST NOT	A Count value of zero indicates that a relying party MUST NOT issue an assertion to another relying party on the basis of this assertion.
saml-core-2.0-os#2.7.2#0c05b86d	SHOULD	The SAML authority SHOULD choose the range of values such that the cardinality of any one integer will be sufficiently high to prevent a particular principal's 
saml-core-2.0-os#2.7.2#504af020	SHOULD	The SAML authority SHOULD choose values for SessionIndex randomly from within this range (except when required to ensure unique values for subsequent statements
saml-core-2.0-os#2.7.2#51f942bc	MUST	SessionNotOnOrAfter [Optional] Specifies a time instant at which the session between the principal identified by the subject and the SAML authority issuing this
saml-core-2.0-os#2.7.2#5df7006c	SHOULD NOT	Accordingly, the value SHOULD NOT be usable to correlate activity by a principal across different session participants.
saml-core-2.0-os#2.7.2#5ff5f87f	MUST	Assertions containing <AuthnStatement> elements MUST contain a <Subject> element.
saml-core-2.0-os#2.7.2#978edc0b	SHOULD	Two solutions that achieve this goal are provided below and are RECOMMENDED:
saml-core-2.0-os#2.7.2#a851f952	SHOULD	In general, any string value MAY be used as a SessionIndex value. However, when privacy is a consideration, care must be taken to ensure that the SessionIndex v
saml-core-2.0-os#2.7.2.1#156732df	SHOULD	IPv4 addresses SHOULD be represented in dotted-decimal format (e.g., "1.2.3.4").
saml-core-2.0-os#2.7.2.1#404fd5eb	SHOULD	IPv6 addresses SHOULD be represented as defined by Section 2.2 of IETF RFC 3513 [RFC 3513] (e.g., "FEDC:BA98:7654:3210:FEDC:BA98:7654:3210").
saml-core-2.0-os#2.7.3.1#3128c626	SHOULD	If an attribute contains more than one discrete value, it is RECOMMENDED that each value appear in its own <AttributeValue> element.
saml-core-2.0-os#2.7.3.1#8534e498	MUST	Within an <AttributeStatement>, if the SAML attribute exists but has no values, then the <AttributeValue> element MUST be omitted.
saml-core-2.0-os#2.7.3.1#8adc68fe	MUST NOT	This attribute's value MUST NOT be used as a basis for formally identifying SAML attributes.
saml-core-2.0-os#2.7.3.1#afaeb32a	MUST	Any other uses of the <Attribute> element by profiles or other specifications MUST define the semantics of specifying or omitting <AttributeValue> elements.
saml-core-2.0-os#2.7.3.1#b3e30795	MUST NOT	SAML extensions MUST NOT add local (non-namespace-qualified) XML attributes or XML attributes qualified by a SAML-defined namespace to the AttributeType complex
saml-core-2.0-os#2.7.3.1.1#af6ec0d9	MUST	If a SAML attribute includes a "null" value, the corresponding <AttributeValue> element MUST be empty and MUST contain the reserved xsi:nil XML attribute with a
saml-core-2.0-os#2.7.3.1.1#e6d4ca84	MUST	If a SAML attribute includes an empty value, such as the empty string, the corresponding <AttributeValue> element MUST be empty (generally this is serialized as
saml-core-2.0-os#2.7.3.2#219a605b	SHOULD	Each wrapped key SHOULD include a Recipient attribute that specifies the entity for whom the key has been encrypted.
saml-core-2.0-os#2.7.3.2#8bf24d9b	MUST	The Type attribute SHOULD be present and, if present, MUST contain a value of http://www.w3.org/2001/04/xmlenc#Element.
saml-core-2.0-os#2.7.3.2#911e6edc	MUST	The encrypted content MUST contain an element that has a type of or derived from AttributeType.
saml-core-2.0-os#2.7.3.2#c16b6008	SHOULD	The value of the Recipient attribute SHOULD be the URI identifier of a system entity with a SAML name identifier, as defined by Section 8.3.6.
saml-core-2.0-os#2.7.4#02209638	SHOULD	• Relying parties SHOULD convert resource URI references to normalized form prior to processing.
saml-core-2.0-os#2.7.4#0ac1b42b	SHOULD	To avoid ambiguity resulting from variations in URI encoding, SAML system entities SHOULD employ the URI normalized form wherever possible as follows:
saml-core-2.0-os#2.7.4#241c1a3d	SHOULD NOT	If the underlying file system is case insensitive, a requester SHOULD NOT be able to gain access to a denied resource by changing the case of a part of the reso
saml-core-2.0-os#2.7.4#5aacfdef	MUST	Assertions containing <AuthzDecisionStatement> elements MUST contain a <Subject> element.
saml-core-2.0-os#2.7.4#82bf2287	SHOULD	The following security conditions SHOULD be satisfied by the system which employs SAML assertions:
saml-core-2.0-os#2.7.4#c15cd2e0	MUST	In order for the assertion to be interpreted correctly and securely, the SAML authority and SAML relying party MUST interpret each URI reference in a consistent
saml-core-2.0-os#2.7.4#cba8d524	SHOULD	• SAML authorities SHOULD encode all resource URI references in normalized form.
saml-core-2.0-os#2.7.4#ded1a5ac	SHOULD NOT	A requester SHOULD NOT be able to gain access to a denied resource by creating such an equivalence.
saml-core-2.0-os#3.2.1#08bcf04a	MUST	If it does not, the request MUST be discarded.
saml-core-2.0-os#3.2.1#114269a3	SHOULD	If a Consent attribute is included and the value indicates that some form of principal consent has been obtained, then the request SHOULD be signed.
saml-core-2.0-os#3.2.1#283bd3e0	MUST	SAML extension elements MUST be namespace-qualified in a non- SAML-defined namespace.
saml-core-2.0-os#3.2.1#5515ef8b	MUST	The values of the ID attribute in a request and the InResponseTo attribute in the corresponding response MUST match.
saml-core-2.0-os#3.2.1#55efde30	MUST	If a SAML responder deems a request to be invalid according to SAML syntax or processing rules, then if it responds, it MUST return a SAML response message with
saml-core-2.0-os#3.2.1#661b260e	MUST	If it is present, the actual recipient MUST check that the URI reference identifies the location at which the message was received.
saml-core-2.0-os#3.2.1#a4fae331	MUST NOT	If it is invalid, then the responder MUST NOT rely on the contents of the request and SHOULD respond with an error.
saml-core-2.0-os#3.2.1#c0dffe3e	MUST	It is of type xs:ID and MUST follow the requirements specified in Section 1.3.4 for identifier uniqueness.
saml-core-2.0-os#3.2.1#d2a112ce	MUST	If such a signature is used, then the <ds:Signature> element MUST be present, and the SAML responder MUST verify that the signature is valid (that is, that the 
saml-core-2.0-os#3.2.1#f3fb52f7	SHOULD	If it is valid, then the responder SHOULD evaluate the signature to determine the identity and appropriateness of the signer and may continue to process the req
saml-core-2.0-os#3.3.2.2#14b98867	MUST	• If the SessionIndex attribute is present in the query, at least one <AuthnStatement> element in the set of returned assertions MUST contain a SessionIndex att
saml-core-2.0-os#3.3.2.2#20d606cb	MUST	• If the <RequestedAuthnContext> element is present in the query, at least one <AuthnStatement> element in the set of returned assertions MUST contain an <Authn
saml-core-2.0-os#3.3.2.2#b86694bd	MUST NOT	The <AuthnQuery> message MUST NOT be used as a request for a new authentication using credentials provided in the request. <AuthnQuery> is a request for stateme
saml-core-2.0-os#3.3.2.2#e56cf967	MUST NOT	The <AuthnQuery> message element is used to make the query “What assertions containing authentication statements are available for this subject?” A successful <
saml-core-2.0-os#3.3.2.2.1#5e40e260	MUST	If none of the specified classes or declarations can be satisfied in accordance with the rules below, then the responder MUST return a <Response> message with a
saml-core-2.0-os#3.3.2.2.1#5f72c8da	MUST	If Comparison is set to "better", then the resulting authentication context in the authentication statement MUST be stronger (as deemed by the responder) than a
saml-core-2.0-os#3.3.2.2.1#7ec7823e	MUST	If Comparison is set to "maximum", then the resulting authentication context in the authentication statement MUST be as strong as possible (as deemed by the res
saml-core-2.0-os#3.3.2.2.1#935a2e69	MUST	If Comparison is set to "minimum", then the resulting authentication context in the authentication statement MUST be at least as strong (as deemed by the respon
saml-core-2.0-os#3.3.2.2.1#d533a3f3	MUST	The set of supplied references MUST be evaluated as an ordered set, where the first element is the most preferred authentication context class or declaration.
saml-core-2.0-os#3.3.2.2.1#fa3fabdb	MUST	If Comparison is set to "exact" or omitted, then the resulting authentication context in the authentication statement MUST be the exact match of at least one of
saml-core-2.0-os#3.3.2.3#6d0defd2	MUST NOT	If a given <saml:Attribute> element contains one or more <saml:AttributeValue> elements, then if that attribute is returned in the response, it MUST NOT contain
saml-core-2.0-os#3.3.2.3#b23dab92	MUST	The <AttributeQuery> element is used to make the query “Return the requested attributes for this subject.” A successful response will be in the form of assertio
saml-core-2.0-os#3.3.2.3#ca15a975	MUST	For more information on <saml:Attribute>, see Section 2.7.3.1. A single query MUST NOT contain two <saml:Attribute> elements with the same Name and NameFormat v
saml-core-2.0-os#3.3.2.3#d0294ff3	MUST	The <AttributeQuery> element is used to make the query “Return the requested attributes for this subject.” A successful response will be in the form of assertio
saml-core-2.0-os#3.3.2.3#ea0b974f	MUST	The <AttributeQuery> element is used to make the query “Return the requested attributes for this subject.” A successful response will be in the form of assertio
saml-core-2.0-os#3.3.4#06915e69	MUST	If the SAML authority cannot provide an assertion with any statements satisfying the constraints expressed by a query or assertion reference, the <Response> ele
saml-core-2.0-os#3.3.4#0ebd3b13	MUST	All other processing rules associated with the underlying request and response messages MUST be observed.
saml-core-2.0-os#3.3.4#38351a0e	MUST	• If S2 includes an identifier element (<BaseID>, <NameID>, or <EncryptedID>), then S1 MUST include an identical identifier element, but the element MAY be encr
saml-core-2.0-os#3.3.4#aa370b80	MUST	In response to a SAML-defined query message, every assertion returned by a SAML authority MUST contain a <saml:Subject> element that strongly matches the <saml:
saml-core-2.0-os#3.3.4#d7e0ad7f	MUST	In other words, the decrypted form of the identifier MUST be identical in S1 and S2. "Identical" means that the identifier element's content and attribute value
saml-core-2.0-os#3.3.4#edf2b0c4	MUST	• If S2 includes one or more <saml:SubjectConfirmation> elements, then S1 MUST include at least one <saml:SubjectConfirmation> element such that S1 can be confi
saml-core-2.0-os#3.4.1.1#01dc41c5	MUST	When this element is used, if the content is not understood by or acceptable to the identity provider, then a <Response> message element MUST be returned with a
saml-core-2.0-os#3.4.1.1#d4e0da94	MUST	The special Format value urn:oasis:names:tc:SAML:2.0:nameid-format:encrypted indicates that the resulting assertion(s) MUST contain <EncryptedID> elements inste
saml-core-2.0-os#3.4.1.1#e6372e77	MUST	Note that if the requester wishes to permit the identity provider to establish a new identifier for the principal if none exists, it MUST include this element w
saml-core-2.0-os#3.4.1.3#d68c3ca8	MUST	Retrieving the resource associated with the URI MUST result in an XML instance whose root element is an <IDPList> that does not itself contain a <GetComplete> e
saml-core-2.0-os#3.4.1.4#37d5d49d	MUST	• The assertion(s) returned MUST contain a <saml:Subject> element that represents the presenter.
saml-core-2.0-os#3.4.1.4#699936eb	MUST	If the <saml:Subject> element in the request is present, then the resulting assertions' <saml:Subject> MUST strongly match the request <saml:Subject>, as descri
saml-core-2.0-os#3.4.1.4#7298e333	MUST	• The resulting assertion(s) MUST contain a <saml:AudienceRestriction> element referencing the requester as an acceptable relying party.
saml-core-2.0-os#3.4.1.4#84dd49df	MUST	In such a case, the identifier's physical content MAY be different, but it MUST refer to the same principal.
saml-core-2.0-os#3.4.1.4#9f2b2092	MUST	If the responder is unable to authenticate the presenter or does not recognize the requested subject, or if prevented from providing an assertion by policies in
saml-core-2.0-os#3.4.1.4#a426881b	MUST	The <AuthnRequest> and <Response> exchange supports a variety of usage scenarios and is therefore typically profiled for use in a specific context in which this
saml-core-2.0-os#3.4.1.4#d8b51056	MUST	All other processing rules associated with the underlying request and response messages MUST also be observed.
saml-core-2.0-os#3.4.1.4#e14442b7	MUST	The responder MUST ultimately reply to an <AuthnRequest> with a <Response> message containing one or more assertions that meet the specifications defined by the
saml-core-2.0-os#3.4.1.4#fd023371	MUST	At least one statement in at least one assertion MUST be a <saml:AuthnStatement> that describes the authentication performed by the responder or authentication 
saml-core-2.0-os#3.4.1.5.1#032b9134	MUST	• If the authenticating identity provider is not a SAML provider, then the proxying identity provider MUST generate a unique identifier value for the authentica
